Crop,Year,State,Area (\'000 Hectares),Production (\'000 Tonnes),Yield (Kg per Ha))
Minor Millets,1971-72,Dadra Nagar Haveli,,,
Minor Millets,1972-73,Dadra Nagar Haveli,,,
Minor Millets,1973-74,Dadra Nagar Haveli,0.6,0.2,333.33
Minor Millets,1974-75,Dadra Nagar Haveli,0.8,0.3,375
Minor Millets,1975-76,Dadra Nagar Haveli,0.6,0.3,500
Minor Millets,1976-77,Dadra Nagar Haveli,0.9,0.4,444.44
Minor Millets,1977-78,Dadra Nagar Haveli,0.9,0.4,444.44
Minor Millets,1978-79,Dadra Nagar Haveli,1,0.6,600
Minor Millets,1979-80,Dadra Nagar Haveli,0.7,0.4,571.43
Minor Millets,1980-81,Dadra Nagar Haveli,0.7,0.5,714.29
Minor Millets,1981-82,Dadra Nagar Haveli,0.6,0.5,833.33
Minor Millets,1982-83,Dadra Nagar Haveli,0.6,0.4,666.67
Minor Millets,1983-84,Dadra Nagar Haveli,0.7,0.5,714.29
Minor Millets,1984-85,Dadra Nagar Haveli,0.6,0.4,666.67
Minor Millets,1985-86,Dadra Nagar Haveli,0.7,0.5,714.29
Minor Millets,1986-87,Dadra Nagar Haveli,0.7,0.5,714.29
Minor Millets,1987-88,Dadra Nagar Haveli,0.7,1,"1,428.57"
Minor Millets,1988-89,Dadra Nagar Haveli,0.7,0.7,"1,000.00"
Minor Millets,1989-90,Dadra Nagar Haveli,0.6,0.6,"1,000.00"
Minor Millets,1990-91,Dadra Nagar Haveli,0.6,0.6,"1,000.00"
Minor Millets,1991-92,Dadra Nagar Haveli,0.5,0.5,"1,000.00"
Minor Millets,1992-93,Dadra Nagar Haveli,0.5,0.5,"1,000.00"
Minor Millets,1993-94,Dadra Nagar Haveli,0.4,0.4,"1,000.00"
Minor Millets,1994-95,Dadra Nagar Haveli,0.4,0.3,750
Minor Millets,1995-96,Dadra Nagar Haveli,0.2,0.2,"1,000.00"
Minor Millets,1996-97,Dadra Nagar Haveli,0.2,0.2,"1,000.00"
Minor Millets,1997-98,Dadra Nagar Haveli,0.3,0.3,"1,000.00"
Minor Millets,1998-99,Dadra Nagar Haveli,0.2,0.2,"1,000.00"
Minor Millets,1999-00,Dadra Nagar Haveli,0.2,0.2,"1,000.00"
Minor Millets,2000-01,Dadra Nagar Haveli,0.2,0.2,"1,000.00"
Minor Millets,2001-02,Dadra Nagar Haveli,0.2,0.2,"1,000.00"
Minor Millets,2002-03,Dadra Nagar Haveli,0.2,0.2,"1,000.00"
Minor Millets,2003-04,Dadra Nagar Haveli,0.2,0.2,"1,000.00"
Minor Millets,2004-05,Dadra Nagar Haveli,0.2,0.2,"1,000.00"
Minor Millets,2005-06,Dadra Nagar Haveli,0.2,0.2,"1,000.00"
Minor Millets,2006-07,Dadra Nagar Haveli,0.2,0.2,"1,000.00"
Minor Millets,2007-08,Dadra Nagar Haveli,0.2,0.2,"1,000.00"
Minor Millets,2008-09,Dadra Nagar Haveli,0.2,0.2,"1,000.00"
Minor Millets,2009-10,Dadra Nagar Haveli,0.2,0.1,500
Minor Millets,2010-11,Dadra Nagar Haveli,0.08,0.08,"1,000.00"
Minor Millets,2011-12,Dadra Nagar Haveli,0.08,0.08,"1,000.00"
Minor Millets,2012-13,Dadra Nagar Haveli,0.23,0.22,948.05
Minor Millets,2013-14,Dadra Nagar Haveli,0.23,0.22,956.52
Minor Millets,2014-15,Dadra Nagar Haveli,0.22,0.2,909.09
Minor Millets,2015-16,Dadra Nagar Haveli,,,
Minor Millets,2016-17,Dadra Nagar Haveli,,,
Minor Millets,2017-18,Dadra Nagar Haveli,,,
Minor Millets,1966-67,Delhi,,,
Minor Millets,1967-68,Delhi,,,
Minor Millets,1968-69,Delhi,,,
Minor Millets,1969-70,Delhi,,,
Minor Millets,1970-71,Delhi,,,
Minor Millets,1971-72,Delhi,,,
Minor Millets,1972-73,Delhi,,,
Minor Millets,1973-74,Delhi,,,
Minor Millets,1974-75,Delhi,,,
Minor Millets,1975-76,Delhi,,,
Minor Millets,1976-77,Delhi,,,
Minor Millets,1977-78,Delhi,,,
Minor Millets,1978-79,Delhi,,,
Minor Millets,1979-80,Delhi,,,
Minor Millets,1980-81,Delhi,,,
Minor Millets,1981-82,Delhi,,,
Minor Millets,1982-83,Delhi,,,
Minor Millets,1983-84,Delhi,,,
Minor Millets,1984-85,Delhi,,,
Minor Millets,1985-86,Delhi,,,
Minor Millets,1986-87,Delhi,,,
Minor Millets,1987-88,Delhi,,,
Minor Millets,1988-89,Delhi,,,
Minor Millets,1989-90,Delhi,,,
Minor Millets,1990-91,Delhi,,,
Minor Millets,1991-92,Delhi,,,
Minor Millets,1992-93,Delhi,,,
Minor Millets,1993-94,Delhi,,,
Minor Millets,1994-95,Delhi,,,
Minor Millets,1995-96,Delhi,,,
Minor Millets,1996-97,Delhi,,,
Minor Millets,1997-98,Delhi,,,
Minor Millets,1998-99,Delhi,,,
Minor Millets,1999-00,Delhi,,,
Minor Millets,2000-01,Delhi,,,
Minor Millets,2001-02,Delhi,,,
Minor Millets,2002-03,Delhi,,,
Minor Millets,2003-04,Delhi,,,
Minor Millets,2004-05,Delhi,,,
Minor Millets,2005-06,Delhi,,,
Minor Millets,2006-07,Delhi,,,
Minor Millets,2007-08,Delhi,,,
Minor Millets,2008-09,Delhi,,,
Minor Millets,2009-10,Delhi,,,
Minor Millets,2010-11,Delhi,,,
Minor Millets,2011-12,Delhi,,,
Minor Millets,2012-13,Delhi,,,
Minor Millets,2013-14,Delhi,,,
Minor Millets,2014-15,Delhi,,,
Minor Millets,2015-16,Delhi,,,
Minor Millets,2016-17,Delhi,,,
Minor Millets,2017-18,Delhi,,,
Minor Millets,1966-67,Gujarat,133.3,63.9,479.37
Minor Millets,1967-68,Gujarat,135,102.3,757.78
Minor Millets,1968-69,Gujarat,150.9,76.1,504.31
Minor Millets,1969-70,Gujarat,146.8,114.7,781.34
Minor Millets,1970-71,Gujarat,160.5,134.8,839.88
Minor Millets,1971-72,Gujarat,154,132.2,858.44
Minor Millets,1972-73,Gujarat,137.7,67.3,488.74
Minor Millets,1973-74,Gujarat,135.8,101.9,750.37
Minor Millets,1974-75,Gujarat,121.5,57.1,469.96
Minor Millets,1975-76,Gujarat,122.2,110.8,906.71
Minor Millets,1976-77,Gujarat,121.5,93.2,767.08
Minor Millets,1977-78,Gujarat,122.9,96.7,786.82
Minor Millets,1978-79,Gujarat,126.1,109.9,871.53
Minor Millets,1979-80,Gujarat,137.5,89,647.27
Minor Millets,1980-81,Gujarat,135.3,106.7,788.62
Minor Millets,1981-82,Gujarat,140.5,109.4,778.65
Minor Millets,1982-83,Gujarat,127.6,54.3,425.55
Minor Millets,1983-84,Gujarat,116.3,79.9,687.02
Minor Millets,1984-85,Gujarat,107,64.7,604.67
Minor Millets,1985-86,Gujarat,110.3,16.5,149.59
Minor Millets,1986-87,Gujarat,95.6,16.6,173.64
Minor Millets,1987-88,Gujarat,53.2,10.4,195.49
Minor Millets,1988-89,Gujarat,107.4,57.5,535.38
Minor Millets,1989-90,Gujarat,61.5,35.5,577.24
Minor Millets,1990-91,Gujarat,38.8,23.3,600.52
Minor Millets,1991-92,Gujarat,36.2,14.8,408.84
Minor Millets,1992-93,Gujarat,37.2,18.6,500
Minor Millets,1993-94,Gujarat,33.6,14.5,431.55
Minor Millets,1994-95,Gujarat,28.1,12.9,459.07
Minor Millets,1995-96,Gujarat,26.3,11.6,441.06
Minor Millets,1996-97,Gujarat,14.3,6.3,440.56
Minor Millets,1997-98,Gujarat,17.7,7.4,418.08
Minor Millets,1998-99,Gujarat,13.6,5.6,411.76
Minor Millets,1999-00,Gujarat,16.7,5.1,305.39
Minor Millets,2000-01,Gujarat,10.6,3.2,301.89
Minor Millets,2001-02,Gujarat,14.1,3.3,234.04
Minor Millets,2002-03,Gujarat,13.6,3.6,264.71
Minor Millets,2003-04,Gujarat,17.1,5.9,345.03
Minor Millets,2004-05,Gujarat,12.3,4,325.2
Minor Millets,2005-06,Gujarat,39,34,871.79
Minor Millets,2006-07,Gujarat,35,20,571.43
Minor Millets,2007-08,Gujarat,72,86,"1,194.44"
Minor Millets,2008-09,Gujarat,45,48,"1,066.67"
Minor Millets,2009-10,Gujarat,58,57,982.76
Minor Millets,2010-11,Gujarat,34,38,"1,117.65"
Minor Millets,2011-12,Gujarat,69,64,927.54
Minor Millets,2012-13,Gujarat,46,43,934.78
Minor Millets,2013-14,Gujarat,38,41,"1,078.95"
Minor Millets,2014-15,Gujarat,31,30.8,993.55
Minor Millets,2015-16,Gujarat,18,20,"1,111.11"
Minor Millets,2016-17,Gujarat,22,28,"1,272.73"
Minor Millets,2017-18,Gujarat,13,15.73,"1,210.00"
Minor Millets,2018-19,Gujarat,1.3,1.24,955
Minor Millets,2019-20,Gujarat,0.29,0.16,560
Minor Millets,1966-67,Haryana,0.1,,
Minor Millets,1967-68,Haryana,0.6,0.1,166.67
Minor Millets,1968-69,Haryana,0.1,,
Minor Millets,1969-70,Haryana,0.2,0.1,500
Minor Millets,1970-71,Haryana,0.1,0.1,"1,000.00"
Minor Millets,1971-72,Haryana,0.1,0.1,"1,000.00"
Minor Millets,1972-73,Haryana,,,
Minor Millets,1973-74,Haryana,27.7,,
Minor Millets,1974-75,Haryana,29.1,,
Minor Millets,1975-76,Haryana,27.5,,
Minor Millets,1976-77,Haryana,,18.3,
Minor Millets,1977-78,Haryana,,17.6,
Minor Millets,1978-79,Haryana,,15.7,
Minor Millets,1979-80,Haryana,,15.4,
Minor Millets,1980-81,Haryana,,15,
Minor Millets,1981-82,Haryana,,9.1,
Minor Millets,1982-83,Haryana,,7.4,
Minor Millets,1983-84,Haryana,,12.1,
Minor Millets,1984-85,Haryana,,8.7,
Minor Millets,1985-86,Haryana,,8.2,
Minor Millets,1986-87,Haryana,,,
Minor Millets,1987-88,Haryana,,,
Minor Millets,1988-89,Haryana,,,
Minor Millets,1989-90,Haryana,,,
Minor Millets,1990-91,Haryana,,,
Minor Millets,1991-92,Haryana,,,
Minor Millets,1992-93,Haryana,,,
Minor Millets,1993-94,Haryana,,,
Minor Millets,1994-95,Haryana,,,
Minor Millets,1995-96,Haryana,,,
Minor Millets,1996-97,Haryana,,,
Minor Millets,1997-98,Haryana,,,
Minor Millets,1998-99,Haryana,,,
Minor Millets,1999-00,Haryana,,,
Minor Millets,2000-01,Haryana,,,
Minor Millets,2001-02,Haryana,,,
Minor Millets,2002-03,Haryana,,,
Minor Millets,2003-04,Haryana,,,
Minor Millets,2004-05,Haryana,,,
Minor Millets,2005-06,Haryana,,,
Minor Millets,2006-07,Haryana,,,
Minor Millets,2007-08,Haryana,,,
Minor Millets,2008-09,Haryana,,,
Minor Millets,2009-10,Haryana,,,
Minor Millets,2010-11,Haryana,,,
Minor Millets,2011-12,Haryana,,,
Minor Millets,2012-13,Haryana,5.2,,
Minor Millets,2013-14,Haryana,4.64,,
Minor Millets,2014-15,Haryana,4.43,,
Minor Millets,2015-16,Haryana,4.18,,
Minor Millets,2016-17,Haryana,4.91,,
Minor Millets,2017-18,Haryana,,,
Minor Millets,1966-67,Himachal Pradesh,28.1,12.3,437.72
Minor Millets,1967-68,Himachal Pradesh,27.2,14.7,540.44
Minor Millets,1968-69,Himachal Pradesh,26.9,19.5,724.91
Minor Millets,1969-70,Himachal Pradesh,28,18,642.86
Minor Millets,1970-71,Himachal Pradesh,29.7,20.8,700.34
Minor Millets,1971-72,Himachal Pradesh,26.9,14.8,550.19
Minor Millets,1972-73,Himachal Pradesh,27.3,15.7,575.09
Minor Millets,1973-74,Himachal Pradesh,,18.9,
Minor Millets,1974-75,Himachal Pradesh,,19.5,
Minor Millets,1975-76,Himachal Pradesh,,18.5,
Minor Millets,1976-77,Himachal Pradesh,26.5,,
Minor Millets,1977-78,Himachal Pradesh,26.2,,
Minor Millets,1978-79,Himachal Pradesh,25,,
Minor Millets,1979-80,Himachal Pradesh,24.3,,
Minor Millets,1980-81,Himachal Pradesh,22.8,,
Minor Millets,1981-82,Himachal Pradesh,22,,
Minor Millets,1982-83,Himachal Pradesh,22.3,,
Minor Millets,1983-84,Himachal Pradesh,21.1,,
Minor Millets,1984-85,Himachal Pradesh,19.9,,
Minor Millets,1985-86,Himachal Pradesh,20.8,,
Minor Millets,1986-87,Himachal Pradesh,19.3,5.6,290.16
Minor Millets,1987-88,Himachal Pradesh,19.3,3.6,186.53
Minor Millets,1988-89,Himachal Pradesh,17.9,5.9,329.61
Minor Millets,1989-90,Himachal Pradesh,16.8,9.2,547.62
Minor Millets,1990-91,Himachal Pradesh,16,10.3,643.75
Minor Millets,1991-92,Himachal Pradesh,15.5,7,451.61
Minor Millets,1992-93,Himachal Pradesh,15,9.2,613.33
Minor Millets,1993-94,Himachal Pradesh,14.2,6.7,471.83
Minor Millets,1994-95,Himachal Pradesh,13.2,7.6,575.76
Minor Millets,1995-96,Himachal Pradesh,12.2,8.6,704.92
Minor Millets,1996-97,Himachal Pradesh,12.7,11,866.14
Minor Millets,1997-98,Himachal Pradesh,11.7,7.4,632.48
Minor Millets,1998-99,Himachal Pradesh,11.7,1.4,119.66
Minor Millets,1999-00,Himachal Pradesh,11.1,7.4,666.67
Minor Millets,2000-01,Himachal Pradesh,10.8,7.1,657.41
Minor Millets,2001-02,Himachal Pradesh,10.8,7.1,657.41
Minor Millets,2002-03,Himachal Pradesh,10,6.9,690
Minor Millets,2003-04,Himachal Pradesh,10,7,700
Minor Millets,2004-05,Himachal Pradesh,12,7,583.33
Minor Millets,2005-06,Himachal Pradesh,8.5,5.7,670.59
Minor Millets,2006-07,Himachal Pradesh,7.5,5.1,680
Minor Millets,2007-08,Himachal Pradesh,7.4,5.5,743.24
Minor Millets,2008-09,Himachal Pradesh,5.9,4.3,728.81
Minor Millets,2009-10,Himachal Pradesh,5.1,1.8,352.94
Minor Millets,2010-11,Himachal Pradesh,5.52,3.28,595.29
Minor Millets,2011-12,Himachal Pradesh,5.5,3.31,601.82
Minor Millets,2012-13,Himachal Pradesh,5.32,3.55,667.42
Minor Millets,2013-14,Himachal Pradesh,5.1,3.18,623.53
Minor Millets,2014-15,Himachal Pradesh,5.55,3.03,545.95
Minor Millets,2015-16,Himachal Pradesh,5.89,3.05,517.32
Minor Millets,2016-17,Himachal Pradesh,9.1,3.83,420.96
Minor Millets,2017-18,Himachal Pradesh,4.1,3.31,806.73
Minor Millets,2018-19,Himachal Pradesh,5.01,4.06,810
Minor Millets,2019-20,Himachal Pradesh,5.21,4.64,890
Minor Millets,1966-67,Jammu & Kashmir,17.9,10.3,575.42
Minor Millets,1967-68,Jammu & Kashmir,16.8,10.6,630.95
Minor Millets,1968-69,Jammu & Kashmir,30,25,833.33
Minor Millets,1969-70,Jammu & Kashmir,14.1,8.3,588.65
Minor Millets,1970-71,Jammu & Kashmir,16.2,7.8,481.48
Minor Millets,1971-72,Jammu & Kashmir,16.2,8.4,518.52
Minor Millets,1972-73,Jammu & Kashmir,17,9.6,564.71
Minor Millets,1973-74,Jammu & Kashmir,21.6,10.8,500
Minor Millets,1974-75,Jammu & Kashmir,19.2,9.1,473.96
Minor Millets,1975-76,Jammu & Kashmir,21,15,714.29
Minor Millets,1976-77,Jammu & Kashmir,21.1,11.6,549.76
Minor Millets,1977-78,Jammu & Kashmir,20.1,9,447.76
Minor Millets,1978-79,Jammu & Kashmir,19.4,10.4,536.08
Minor Millets,1979-80,Jammu & Kashmir,18.3,11.2,612.02
Minor Millets,1980-81,Jammu & Kashmir,18,11.7,650
Minor Millets,1981-82,Jammu & Kashmir,15.9,9.6,603.77
Minor Millets,1982-83,Jammu & Kashmir,16,8.4,525
Minor Millets,1983-84,Jammu & Kashmir,16.4,10.5,640.24
Minor Millets,1984-85,Jammu & Kashmir,16.1,9.8,608.7
Minor Millets,1985-86,Jammu & Kashmir,15.2,9.7,638.16
Minor Millets,1986-87,Jammu & Kashmir,14.8,10.9,736.49
Minor Millets,1987-88,Jammu & Kashmir,16.8,6.9,410.71
Minor Millets,1988-89,Jammu & Kashmir,16.8,6.9,410.71
Minor Millets,1989-90,Jammu & Kashmir,17.1,9.2,538.01
Minor Millets,1990-91,Jammu & Kashmir,14.4,6.6,458.33
Minor Millets,1991-92,Jammu & Kashmir,14.8,7.4,500
Minor Millets,1992-93,Jammu & Kashmir,13.8,7,507.25
Minor Millets,1993-94,Jammu & Kashmir,14.9,7.6,510.07
Minor Millets,1994-95,Jammu & Kashmir,15.5,7.5,483.87
Minor Millets,1995-96,Jammu & Kashmir,5.8,2.1,362.07
Minor Millets,1996-97,Jammu & Kashmir,14.2,6.7,471.83
Minor Millets,1997-98,Jammu & Kashmir,13.2,5.8,439.39
Minor Millets,1998-99,Jammu & Kashmir,5.1,1.6,313.73
Minor Millets,1999-00,Jammu & Kashmir,14,6.2,442.86
Minor Millets,2000-01,Jammu & Kashmir,5.9,1.6,271.19
Minor Millets,2001-02,Jammu & Kashmir,5,2,400
Minor Millets,2002-03,Jammu & Kashmir,14.2,7,492.96
Minor Millets,2003-04,Jammu & Kashmir,5.2,1.9,365.38
Minor Millets,2004-05,Jammu & Kashmir,4.4,1.8,409.09
Minor Millets,2005-06,Jammu & Kashmir,4.8,2,416.67
Minor Millets,2006-07,Jammu & Kashmir,4.5,2.1,466.67
Minor Millets,2007-08,Jammu & Kashmir,9.2,4.6,500
Minor Millets,2008-09,Jammu & Kashmir,11.4,6.3,552.63
Minor Millets,2009-10,Jammu & Kashmir,9.97,5.03,504.97
Minor Millets,2010-11,Jammu & Kashmir,9.31,4.6,493.93
Minor Millets,2011-12,Jammu & Kashmir,14.3,7.73,540.64
Minor Millets,2012-13,Jammu & Kashmir,,2.63,
Minor Millets,2013-14,Jammu & Kashmir,,2.41,
Minor Millets,2014-15,Jammu & Kashmir,,2,
Minor Millets,2015-16,Jammu & Kashmir,,2.32,
Minor Millets,2016-17,Jammu & Kashmir,,3.76,
Minor Millets,2017-18,Jammu & Kashmir,6.19,3.08,497
Minor Millets,2018-19,Jammu & Kashmir,4.99,1.7,341
Minor Millets,2019-20,Jammu & Kashmir,7.92,0,0
Minor Millets,1966-67,Karnataka,359.5,93,258.69
Minor Millets,1967-68,Karnataka,348.9,90.9,260.53
Minor Millets,1968-69,Karnataka,339,113,333.33
Minor Millets,1969-70,Karnataka,307.1,73.4,239.01
Minor Millets,1970-71,Karnataka,446.2,97.7,218.96
Minor Millets,1971-72,Karnataka,512.6,109.5,213.62
Minor Millets,1972-73,Karnataka,368.1,106.6,289.6
Minor Millets,1973-74,Karnataka,447.3,243.9,545.27
Minor Millets,1974-75,Karnataka,465.5,270.4,580.88
Minor Millets,1975-76,Karnataka,442.3,191,431.83
Minor Millets,1976-77,Karnataka,404.4,104.9,259.4
Minor Millets,1977-78,Karnataka,428.2,157.6,368.05
Minor Millets,1978-79,Karnataka,484.2,245.2,506.4
Minor Millets,1979-80,Karnataka,439.9,202.6,460.56
Minor Millets,1980-81,Karnataka,364.3,140.4,385.4
Minor Millets,1981-82,Karnataka,377.7,149.2,395.02
Minor Millets,1982-83,Karnataka,321.2,113.8,354.3
Minor Millets,1983-84,Karnataka,377.1,149.5,396.45
Minor Millets,1984-85,Karnataka,274.6,83.2,302.99
Minor Millets,1985-86,Karnataka,254.8,82.8,324.96
Minor Millets,1986-87,Karnataka,236.8,103.1,435.39
Minor Millets,1987-88,Karnataka,254.8,107.8,423.08
Minor Millets,1988-89,Karnataka,216.9,93.7,432
Minor Millets,1989-90,Karnataka,205.3,80.3,391.13
Minor Millets,1990-91,Karnataka,159.4,68.2,427.85
Minor Millets,1991-92,Karnataka,125.2,60.4,482.43
Minor Millets,1992-93,Karnataka,117,55.2,471.79
Minor Millets,1993-94,Karnataka,118.2,61.4,519.46
Minor Millets,1994-95,Karnataka,104.8,50.4,480.92
Minor Millets,1995-96,Karnataka,91.2,40.6,445.18
Minor Millets,1996-97,Karnataka,92.4,40.3,436.15
Minor Millets,1997-98,Karnataka,75.3,38.3,508.63
Minor Millets,1998-99,Karnataka,90.1,41.6,461.71
Minor Millets,1999-00,Karnataka,65.9,28.1,426.4
Minor Millets,2000-01,Karnataka,71.4,47.5,665.27
Minor Millets,2001-02,Karnataka,70,36.9,527.14
Minor Millets,2002-03,Karnataka,54.5,30.7,563.3
Minor Millets,2003-04,Karnataka,68.2,38.8,568.91
Minor Millets,2004-05,Karnataka,58,30,517.24
Minor Millets,2005-06,Karnataka,52,26,500
Minor Millets,2006-07,Karnataka,40,21,525
Minor Millets,2007-08,Karnataka,36,17,472.22
Minor Millets,2008-09,Karnataka,33,15,454.55
Minor Millets,2009-10,Karnataka,27,11,407.41
Minor Millets,2010-11,Karnataka,24.06,12.27,510.08
Minor Millets,2011-12,Karnataka,24,12,500
Minor Millets,2012-13,Karnataka,22,11,500
Minor Millets,2013-14,Karnataka,24,13,541.67
Minor Millets,2014-15,Karnataka,23,12,521.74
Minor Millets,2015-16,Karnataka,28,10,357.14
Minor Millets,2016-17,Karnataka,21,7,333.33
Minor Millets,2017-18,Karnataka,34,26.01,765
Minor Millets,2018-19,Karnataka,18.81,16.59,882
Minor Millets,2019-20,Karnataka,49,37.49,765
Minor Millets,1966-67,Kerala,6.7,3.1,462.69
Minor Millets,1967-68,Kerala,6.6,3.1,469.7
Minor Millets,1968-69,Kerala,6.6,3.1,469.7
Minor Millets,1969-70,Kerala,6.7,3.5,522.39
Minor Millets,1970-71,Kerala,5.3,3.2,603.77
Minor Millets,1971-72,Kerala,5.2,2.8,538.46
Minor Millets,1972-73,Kerala,5.2,3.1,596.15
Minor Millets,1973-74,Kerala,5.2,3.1,596.15
Minor Millets,1974-75,Kerala,4.6,2.8,608.7
Minor Millets,1975-76,Kerala,4.6,3.1,673.91
Minor Millets,1976-77,Kerala,3.7,2.4,648.65
Minor Millets,1977-78,Kerala,2.6,1.6,615.38
Minor Millets,1978-79,Kerala,2.6,1.7,653.85
Minor Millets,1979-80,Kerala,1.8,1.2,666.67
Minor Millets,1980-81,Kerala,2.4,1.6,666.67
Minor Millets,1981-82,Kerala,2.7,1.7,629.63
Minor Millets,1982-83,Kerala,2.4,1.5,625
Minor Millets,1983-84,Kerala,2.7,1.8,666.67
Minor Millets,1984-85,Kerala,2.5,1.8,720
Minor Millets,1985-86,Kerala,2.3,1.8,782.61
Minor Millets,1986-87,Kerala,2.2,1.6,727.27
Minor Millets,1987-88,Kerala,2.9,2.1,724.14
Minor Millets,1988-89,Kerala,2.9,2.3,793.1
Minor Millets,1989-90,Kerala,3,2.4,800
Minor Millets,1990-91,Kerala,3,2.4,800
Minor Millets,1991-92,Kerala,3,2.3,766.67
Minor Millets,1992-93,Kerala,1.9,1.5,789.47
Minor Millets,1993-94,Kerala,2.6,2.8,"1,076.92"
Minor Millets,1994-95,Kerala,2.7,2.1,777.78
Minor Millets,1995-96,Kerala,2.7,2.1,777.78
Minor Millets,1996-97,Kerala,2.7,2.1,777.78
Minor Millets,1997-98,Kerala,2.7,2.1,777.78
Minor Millets,1998-99,Kerala,2.7,2.1,777.78
Minor Millets,1999-00,Kerala,1.8,1.4,777.78
Minor Millets,2000-01,Kerala,2.1,1.6,761.9
Minor Millets,2001-02,Kerala,2.7,2.1,777.78
Minor Millets,2002-03,Kerala,2.1,1.6,761.9
Minor Millets,2003-04,Kerala,2.3,1.7,739.13
Minor Millets,2004-05,Kerala,,,
Minor Millets,2005-06,Kerala,,,
Minor Millets,2006-07,Kerala,,,
Minor Millets,2007-08,Kerala,1,1,"1,000.00"
Minor Millets,2008-09,Kerala,0.3,,
Minor Millets,2009-10,Kerala,0.1,0.1,"1,000.00"
Minor Millets,2010-11,Kerala,0.13,0.09,738.1
Minor Millets,2011-12,Kerala,0.11,0.1,909.09
Minor Millets,2012-13,Kerala,0.06,0.06,"1,000.00"
Minor Millets,2013-14,Kerala,0.04,0.04,875
Minor Millets,2014-15,Kerala,0.03,0.02,666.67
Minor Millets,2015-16,Kerala,0.01,0.01,714.29
Minor Millets,2016-17,Kerala,0.01,0.01,666.67
Minor Millets,2017-18,Kerala,0.02,0.02,719
Minor Millets,2018-19,Kerala,0.05,0.03,726
Minor Millets,2019-20,Kerala,0.06,0.04,754
Minor Millets,1966-67,Madhya Pradesh,"1,530.70",188.3,123.02
Minor Millets,1967-68,Madhya Pradesh,"1,677.70",416.7,248.38
Minor Millets,1968-69,Madhya Pradesh,"1,664.10",358.8,215.61
Minor Millets,1969-70,Madhya Pradesh,"1,641.70",369.8,225.25
Minor Millets,1970-71,Madhya Pradesh,"1,653.20",399.7,241.77
Minor Millets,1971-72,Madhya Pradesh,"1,583.60",363.5,229.54
Minor Millets,1972-73,Madhya Pradesh,"1,567.20",334.1,213.18
Minor Millets,1973-74,Madhya Pradesh,"1,602.30",394.7,246.33
Minor Millets,1974-75,Madhya Pradesh,"1,631.90",320.4,196.34
Minor Millets,1975-76,Madhya Pradesh,"1,652.40",443.2,268.22
Minor Millets,1976-77,Madhya Pradesh,"1,640.40",291.2,177.52
Minor Millets,1977-78,Madhya Pradesh,"1,603.00",426.4,266
Minor Millets,1978-79,Madhya Pradesh,"1,545.70",307.5,198.94
Minor Millets,1979-80,Madhya Pradesh,"1,439.90",169.1,117.44
Minor Millets,1980-81,Madhya Pradesh,"1,448.50",314.7,217.26
Minor Millets,1981-82,Madhya Pradesh,"1,453.80",338.4,232.77
Minor Millets,1982-83,Madhya Pradesh,"1,438.60",287.1,199.57
Minor Millets,1983-84,Madhya Pradesh,"1,446.50",394.3,272.59
Minor Millets,1984-85,Madhya Pradesh,"1,385.80",318.7,229.98
Minor Millets,1985-86,Madhya Pradesh,"1,387.50",359.3,258.95
Minor Millets,1986-87,Madhya Pradesh,"1,315.20",247.5,188.18
Minor Millets,1987-88,Madhya Pradesh,"1,293.60",356.6,275.66
Minor Millets,1988-89,Madhya Pradesh,"1,258.20",293.1,232.95
Minor Millets,1989-90,Madhya Pradesh,"1,228.80",292.5,238.04
Minor Millets,1990-91,Madhya Pradesh,"1,203.10",328.8,273.29
Minor Millets,1991-92,Madhya Pradesh,"1,131.60",240.4,212.44
Minor Millets,1992-93,Madhya Pradesh,"1,083.90",256.2,236.37
Minor Millets,1993-94,Madhya Pradesh,"1,038.90",296.7,285.59
Minor Millets,1994-95,Madhya Pradesh,979.8,255.4,260.67
Minor Millets,1995-96,Madhya Pradesh,878.7,239.5,272.56
Minor Millets,1996-97,Madhya Pradesh,910.4,242,265.82
Minor Millets,1997-98,Madhya Pradesh,875.1,203.6,232.66
Minor Millets,1998-99,Madhya Pradesh,850.4,240.2,282.46
Minor Millets,1999-00,Madhya Pradesh,837.2,235.4,281.18
Minor Millets,2000-01,Madhya Pradesh,475.7,80.4,169.01
Minor Millets,2001-02,Madhya Pradesh,455.8,113.1,248.14
